author,datasets_cited,num_datasets
"Justin K. Rice, Chris Rorden, Jessica S. Little, Lucas C. Parra",nm000143,1
"Hongtao Wang, Yuanqing Li, Jinyi Long, Tianyou Yu, Zhenghui Gu",nm000143,1
"Min-Ho Lee, Siamac Fazli, Jan Mehnert, Seong–Whan Lee",nm000143,1
"Arkadiusz Stopczynski, Carsten Stahlhut, Jakob Eg Larsen, Michael Kai Petersen, Lars Kai Hansen",nm000143,1
"Gilles Blanchard, Benjamin Blankertz",nm000143,1
"Shiu Kumar, Alok K. Sharma, Kabir A. Mamun, Tatsuhiko Tsunoda",nm000143,1
"Sangtae Ahn, Sung Chan Jun",nm000143,1
"Cédric Gouy‐Pailler, Marco Congedo, Clemens Brunner, Christian Jutten, Gert Pfurtscheller",nm000143,1
"Enzeng Dong, Changhai Li, Liting Li, Shengzhi Du, Abdelkader Nasreddine Belkacem, Chao Chen","nm000143,nm000145",2
"Haiping Lu, Konstantinos N. Plataniotis, A.N. Venetsanopoulos",nm000143,1
"Shiliang Sun, Changshui Zhang",nm000143,1
"Dieter Devlaminck, Bart Wyns, Moritz Grosse‐Wentrup, Georges Otte, Patrick Santens",nm000143,1
"Paul S. Hammon, Scott Makeig, Howard Poizner, Emanuel Todorov, Virginia R. de Sa",nm000143,1
"Zheng Yang Chin, Kai Keng Ang, Chuanchu Wang, Cuntai Guan, Haihong Zhang",nm000143,1
"Qingguo Wei, Yijun Wang, Xiaorong Gao, Shangkai Gao",nm000143,1
"Benjamin Blankertz, Guido Dornhege, Matthias Krauledat, Volker Kunzmann, Florian Losch, Gabriel Curio, Klaus-Robert Müller",nm000143,1
"George Townsend, B. Graimann, Gert Pfurtscheller",nm000143,1
"Wenlong Hang, Wei Feng, Ruoyu Du, Shuang Liang, Yan Chen, Qiong Wang, Xuejun Liu",nm000143,1
"Janne M. Hahne, B. Graimann, Klaus‐Robert Müller",nm000143,1
"Haixian Wang, Wenming Zheng",nm000143,1
"Eunho Noh, Grit Herzmann, Tim Curran, Virginia R. de Sa",nm000143,1
"Wenlong Wang, Feifei Qi, David Wipf, Chang Cai, Tianyou Yu, Yuanqing Li, Yu Zhang, Zhuliang Yu, Wei Wu",nm000143,1
"Feifei Qi, Yuanqing Li, Wei Wu",nm000143,1
"Sébastien Mateo, Franck Di Rienzo, Vance Bergeron, Aymeric Guillot, Christian Collet, Gilles Rode",nm000144,1
"Dheeraj Rathee, Hubert Cecotti, Girijesh Prasad",nm000144,1
"Fanny Grosselin, Xavier Navarro‐Sune, Alessia Vozzi, Katerina Pandremmenou, Fabrizio De Vico Fallani, Yohan Attal, Mario Chávez",nm000144,1
"Salim Al‐Wasity, Stefan Vogt, Aleksandra Vučković, Frank Earl Pollick",nm000144,1
Jelena Mladenović,nm000144,1
"Raechelle M. Gibson, Adrian M. Owen, Damian Cruse",nm000144,1
"Abdelkader Dairi, Nabil Zerrouki, Fouzi Harrou, Ying Sun",nm000144,1
"Yulin Li, Liangwei Fan, Hui Shen, Dewen Hu",nm000144,1
"Lezhi Chen, Zhuliang Yu, Jian Yang",nm000144,1
"Ömer Türk, Mesut Şeker, Veysi Akpolat, Mehmet Siraç Özerdem",nm000144,1
"Alex J. Horowitz, Christoph Guger, Milena Korostenskaja",nm000144,1
"Yvonne Höller, Aljoscha C. Thomschewski, Andreas Uhl, Arne Cornelius Bathke, Raffaele Nardone, Stefan Leis, Eugen Trinka, Peter Höller",nm000144,1
"Sanaz Rezvani, SeyedHooman Hosseini-Zahraei, Amirreza Tootchi, Christoph Guger, Yasmin Chaibakhsh, Alia Saberi, Ali Chaibakhsh","nm000144,nm000148",2
"Rozhin Yousefi, Alborz Rezazadeh Sereshkeh, Tom T. Chau",nm000144,1
"Reinhold Scherer, Josef Faller, Paul Sajda, Carmen Vidaurre",nm000144,1
"Yuxuan Wei, Jie Li, Hongfei Ji, Lingjing Jin, Lingyu Liu, Zhongfei Bai, Chen Ye",nm000144,1
"Niloufar Samiee, Sepideh Hajipour Sardouie, Mohammad-Nadi, Foroughmand-Aarabi",nm000144,1
"Petar Horki, Günther Bauernfeind, Walter Schippinger, Gerhard Pichler, Gernot Müller-Putz",nm000144,1
"Niloufar Samiee, Sepideh Hajipour Sardouie, Mohammad-Hadi Foroughmand-Aarabi",nm000144,1
Hanif Heidari,nm000144,1
"Catur Atmaji, Agfianto Eko Putra, Irvan Albab Tontowi",nm000144,1
"Duc Thien Pham, Maryam Khoshkhooy Titkanlou, Roman Mouček",nm000144,1
"Lukas Großberger, Matthias Hohmann, J. Peters, M. Grosse-Wentrup",nm000144,1
"Malik Muhammad Naeem Mannan, Dinesh Bandara Palipana, Kyle Mulholland, Evan Jurd, Ewan C. R. Lloyd, Alastair R. J. Quinn, Claire B. Crossley, Mohammad Fazle Rabbi, David G. Lloyd, Yang Dong Teng, Claudio Pizzolato",nm000144,1
"Elena V. Bobrova, Alexander Frolov, В. В. Решетникова",nm000144,1
"Soheil Khooyooz, Sepideh Hajipour Sardouie",nm000144,1
Oana-Diana Hrișcă-Eva,nm000144,1
Ezequiel Simeoni,nm000144,1
"Ian P. Daly, Milan Rybář",nm000144,1
Salim Al‐Wasity,nm000144,1
"Fortuna Galdieri, Mario Ortíz, Antonio Espósito, Eduardo Iáñez, Pasquale Arpaïa, José María Azorín",nm000144,1
"Esra Kaya, Ismail Engin Saritas",nm000144,1
"Reshma Kar, Anshul Kaushal, Sricheta Parui, Gulhan Bizel",nm000144,1
"Alba Amato, Vittorio Belardo, Domenico Di Sivo, Pietro Fusco, Salvatore Venticinque",nm000144,1
Nicolas Ivanov,nm000144,1
Rozhin Yousefi,nm000144,1
"Amirali Rezaei, Sajjad Mohammadi Tappeh, Zahra Aqajanizadeh",nm000144,1
"Fateme Dehrouye-Semnani, N. M. Charkari, Seyed Mohammad Mehdi Mirbagheri",nm000144,1
"Siuly Siuly, Yan Li",nm000145,1
"Manuel Gomez-Rodriguez, Jan Peters, J. Hill, Bernhard Schölkopf, Alireza Gharabaghi, Moritz Grosse‐Wentrup",nm000145,1
"Álvaro Barbero, Moritz Grosse‐Wentrup",nm000145,1
"Morteza Alamgir, Moritz Grosse‐Wentrup, Yasemin Altün",nm000145,1
"Haihong Zhang, Zheng Yang Chin, Kai Keng Ang, Cuntai Guan, Chuanchu Wang",nm000145,1
"S. Perdikis, J. del R. Millán",nm000145,1
"Fabien Lotte, Cuntai Guan",nm000145,1
"Minmin Cheng, Zuhong Lu, Haixian Wang",nm000145,1
"Jun Lu, Dennis J. McFarland, Jonathan R. Wolpaw",nm000145,1
"Ying Hu, Yan Liu, Siqi Zhang, Ting Zhang, Bin Dai, Bo Peng, Hongbo Yang, Yakang Dai",nm000145,1
"Rui Zhang, Peng Xu, Tiejun Liu, Yangsong Zhang, Lanjin Guo, Peiyang Li, Dezhong Yao",nm000145,1
"Aleksandar Miladinović, Miloš Ajčević, Joanna Jarmolowska, Uroš Marušič, Marco Colussi, Giulia Silveri, Piero Paolo Battaglini, Agostino Accardo",nm000145,1
"H. Vikram Shenoy, A. P. Vinod, Cuntai Guan",nm000145,1
"Vikram Shenoy Handiru, A. P. Vinod, Cuntai Guan",nm000145,1
"Minkyu Ahn, Jun Hee Hong, Sung Chan Jun",nm000145,1
"Lianghua He, Bin Liu, Die Hu, Ying Wen, Meng Wan, Jun Long",nm000145,1
"Rubén Martı́n-Clemente, Javier Olias, Deepa Beeta Thiyam, Andrzej S Cichocki, Sergio Cruces",nm000145,1
"Aleksandar Miladinović, Miloš Ajčević, Joanna Jarmolowska, Uroš Marušič, Giulia Silveri, Piero Paolo Battaglini, Agostino Accardo",nm000145,1
"Hardik Meisheri, Nagraj Ramrao, Suman Mitra",nm000145,1
"Yilu Xu, Qingguo Wei, Hua Zhang, Rong‐Hua Hu, Jizhong Liu, Jing Hua, Fumin Guo",nm000145,1
"Aya F. Khalaf, Ervin Sejdić, Murat Akçakaya",nm000145,1
"Pritom Kumar Saha, Md. Asadur Rahman, Mohammad Khurshed Alam, Asma Ferdowsi, Md. Nurunnabi Mollah",nm000145,1
"Tatiana Fomina, Gabriele Lohmann, Michael Erb, Thomas Ethofer, Bernhard Schölkopf, Moritz Grosse‐Wentrup",nm000145,1
"Oluwarotimi Williams Samuel, Xiangxin Li, Yanjuan Geng, Feng Pang, Shixiong Chen, Guanglin Li",nm000145,1
"Herbert Bauer, Avni Pllana",nm000145,1
"Li Wang, Zhi Gang  Lan, Qiang Wang, Bai Xue, Fengling Ma",nm000145,1
"Wei Xiong, Qingguo Wei",nm000145,1
"Jussi T. Lindgren, Adrien Merlini, Anatole Lécuyer, Francesco P. Andriulli",nm000145,1
"T Peter, Kartikeya Sharma, Tom Holroyd, Harsha Battapady, Ding-Yu Fei, Ou Bai",nm000145,1
"Yilu Xu, Jing Hua, Hua Zhang, Rong‐Hua Hu, Xin Huang, Jizhong Liu, Fumin Guo",nm000145,1
"Lili Shen, Xinxin Dong, Yueping Li",nm000145,1
Moritz Grosse‐Wentrup,nm000145,1
Jussi T. Lindgren,nm000145,1
"Maryam Sadat Mahmoodi, Bahador Makkiabadi, Hassan Khajepur, Mohammad Hossein Harirchian",nm000145,1
"Mohit Kumar Goel, Ricardo Chavarriaga, José del R. Millán",nm000145,1
"Siuly Siuly, Yan Li, Peng Wen",nm000145,1
"Qin Tang, Jing Wang, Haixian Wang",nm000145,1
"Bonggun Shin, Alice H. Oh",nm000145,1
"Aida Khorshidtalab, Momoh J. E. Salami, Mahyar Hamedi",nm000145,1
"Sidney Grosprêtre, Célia Ruffino, Florent Lebon",nm000146,1
"Zhongmin Wang, Rui Zhou, Yan He, Xiao-min Guo",nm000146,1
"Xuelin Ma, Shuang Qiu, Wei Wei, Shengpei Wang, Huiguang He","nm000146,nm000151,nm000152",3
"Alkinoos Athanasiou, Manousos A. Klados, Charis Styliadis, Nikolaos Foroglou, Konstantinos S. Polyzoidis, Panagiotis D. Bamidis",nm000146,1
"Linglong Li, Guang‐Zhong Cao, Hongjie Liang, Yue-Peng Zhang, Fang Cui",nm000146,1
"Eltaf Abdalsalam Mohamed, Mohd Zuki Yusoff, Aamir Saeed Malik, Mohammad Rida Bahloul, Dalia Mahmoud Adam, Ibrahim Khalil Adam",nm000146,1
"Xiaoxi Wei, A. Aldo Faisal, Moritz Grosse‐Wentrup, Alexandre Gramfort, Sylvain Chevallier, Vinay B. Jayaram, Camille Jeunet, Stylianos Bakas, Siegfried Ludwig, Konstantinos Barmpas, Mehdi Bahri, Yannis Panagakis, Nikolaos Laskaris, Dimitrios A. Adamos, Stefanos P. Zafeiriou, William C. Duong, Stephen M. Gordon, Vernon J. Lawhern, Maciej Śliwowski, Vincent Rouanne, Piotr Tempczyk",nm000146,1
"Jarod Lévy, Mingfang Zhang, S. Pinet, Jérémy Rapin, Hubert J. Banville, Stéphane d’Ascoli, Jean-Rémi King","nm000146,nm000161",2
"Rui Ma, Yi-Feng Chen, Yichuan Jiang, Mingming Zhang",nm000146,1
"Berdakh Abibullaev, Irina Dolzhikova, Amin Zollanvari",nm000146,1
"Aysa Jafarifarmand, Mohammad Ali Badamchizadeh",nm000146,1
"Abdullah Almohammadi, Yu–Kai Wang",nm000146,1
"Shuang Qiu, Weibo Yi, Shengpei Wang, Chuncheng Zhang, Huiguang He",nm000146,1
"Zhongmin Wang, Zhe-Yu Chen, Jie Zhang",nm000146,1
"Alkinoos Athanasiou, Nikos Terzopoulos, Niki Pandria, Ioannis Xygonakis, Nikolaos Foroglou, Konstantinos S. Polyzoidis, Panagiotis D. Bamidis",nm000146,1
"Danilo Menicucci, Francesco Di Gruttola, Valentina Cesari, Angelo Gemignani, Diego Manzoni, Laura Sebastiani",nm000146,1
"João Sousa Andrade, José Cecílio, Marco A. Simões, Francisco Sales, Miguel Castelo‐Branco","nm000146,nm000148",2
"Shuang Qiu, Shengpei Wang, Weiwei Peng, Weibo Yi, Chuncheng Zhang, Jing Zhang, Huiguang He",nm000146,1
"Zhenis Otarbay, Abzal E. Kyzyrkanov",nm000146,1
"Muhammad Abul Hasan, Parisa Sattar, Saad Ahmed Qazi, Matthew Fraser, Aleksandra Vučković",nm000146,1
"Jiaqi Zhang, Kenneth N. K. Fong",nm000146,1
"Xin-Yao Huang, Sung-Yu Chen, Chun-Shu Wei",nm000146,1
"Marco Ivaldi, Giovanni Cugliari, Sara Peracchione, Alberto Rainoldi",nm000146,1
"Herui Zhang, Haoran Wang, Jiayu An, Shitao Zheng, Dongrui Wu",nm000146,1
"Xiaoxi Wei, A. Aldo Faisal",nm000146,1
"Fei Wang, Xiaotong Wei, Jiyuan Guo, Yubo Zheng, Jiaqi Li, Siyi Du",nm000146,1
"Zhizeng Luo, Ronghang Jin, Hongfei Shi, Xianju Lu",nm000146,1
"Shoulin Huang, Yang Chen, Tong Wang, Ting Ma",nm000146,1
"Changhao Ding, Mutian Liu, Yi Wang, Fuwu Yan, Lirong Yan",nm000146,1
"James D. Bennett, Sam Emmanuel John, David Bruce Grayden, Anthony N. Burkitt",nm000146,1
"Théo Gnassounou, A. Collas, Rémi Flamary, Karim Lounici, Alexandre Gramfort",nm000146,1
"Ali Özkahraman, Tamer Ölmez, Zümray Dokur",nm000146,1
"Jarod Levy, Mingfang Zhang, Svetlana Pinet, Jérémy Rapin, Hubert Banville, Stéphane d’Ascoli, Jean-Rémi King","nm000146,nm000161",2
"Xiaoxi Wei, Jyotindra Narayan, A. Aldo Faisal",nm000146,1
"Mansi Saxena, Anubha Gupta",nm000146,1
"Hongxia Deng, Guanyu Qian, Yuefang Zhang, Chunxiang Hu, Ying Liu, Haifang Li",nm000146,1
"Jelena Bratulić, Sudhanshu Mittal, David T. Hoffmann, Samuel Bohm, R. Schirrmeister, Tonio Ball, Christian Rupprecht, T. Brox",nm000146,1
"Anna Boronina, Vladimir Maksimenko, Artem Badarin, Vadim Grubov",nm000146,1
"Anandha Sree Retnapandian, Kavitha Anandan",nm000146,1
"Xinwei Sun, Tuo Liu, Kun Wang, Lincong Pan, Lin Meng, Xinmin Ding, Weibo Yi, Minpeng Xu, Dong Ming",nm000146,1
"Xiaoqing Chen, Tian-Wang Jia, Yunlu Tu, Dongrui Wu",nm000146,1
"Aurora Espinoza-Valdez, Griselda Quiroz, Andrés A. González‐Garrido, Ricardo Antonio Salido-Ruiz, Luis Mercado",nm000146,1
"Danielle De Paula Aprigio Alves, Juliana Bittencourt, Mariana Gongora, Victor Marinho, Silmar  Silva Teixeira, Víctor Hugo Bastos, Maurício Cagy, Henning Budde, Pedro Ribeiro, Luis Basile, Bruna Velasques",nm000146,1
"Dominikus Wetzel, Paul-Philipp Jacobs, Dirk Winkler, R. Grunert",nm000146,1
"Hongzhi Qi, Shuangshuang Chen, Jiucong Shi, Tianao Cao",nm000146,1
"Zhen Liu, Minmin Miao",nm000146,1
"Yuxin Zhang, Mengfan Li, Miaomiao Guo, Guizhi Xu, Alan X. Wang",nm000146,1
"Youssef Hariri, Hassan Nasser, Fatima Zahra",nm000146,1
"Tianao Cao, Qisong Wang, Dan Liu, Jiaze Tang, Jinwei Sun",nm000146,1
"Pawel Piotr Dobrakowski, Jarosław Szyszka",nm000146,1
"Weibo Yi, Shuang Qiu, Kun Wang, Hongzhi Qi, Lixin Zhang, Peng Zhou, Feng He, Dong Ming",nm000146,1
"Jens Madsen, Lucas C. Parra",nm000147,1
"Jens Madsen, Nikhil Kuppa, Lucas Parra",nm000147,1
"Tasikala Rathnayake, Subodha Subasingha, Malithi Nawarathne, Prasanna Sumathipala, Vidanaralage A. J.",nm000147,1
"Tasikala Rathnayake, Subodha Subasingha, Malithi Nawarathne, Vidanaralage A. J., Prasanna Sumathipala",nm000147,1
"Inchul Choi, Ilsun Rhiu, Yushin Lee, Myung Hwan Yun, Chang  Soo Nam",nm000148,1
"Huiyang Wang, Hua Yu, Haixian Wang",nm000148,1
"Monika Kaczorowska, Małgorzata Plechawska–Wójcik, Mikhail Tokovarov",nm000148,1
"David Rozado, Andreas Dünser",nm000148,1
"Ayca Aygun, Thuan Nguyen, Zachary Haga, Shuchin Aeron, Matthias J. Scheutz",nm000148,1
"Minji Lee, Chang-Hyun Park, Chang‐Hwan Im, Jung‐Hoon Kim, Gyu Hyun Kwon, Laehyun Kim, Won Hyuk Chang, Yun‐Hee Kim",nm000148,1
"Ayca Aygun, Boyang Lyu, Thuan Nguyen, Zachary Haga, Shuchin Aeron, Matthias J. Scheutz",nm000148,1
"David Lee, Sang-Hoon Park, Sang-Goog Lee",nm000148,1
"Nedime Karakullukcu, Bülent Yilmaz",nm000148,1
"Bryan A. Wilbanks, Edwin N. Aroke, Katherine M. Dudding",nm000148,1
"Shabnam Samima, Monalisa Sarma, Debasis Samanta, Girijesh Prasad",nm000148,1
"Mareike Brych, Barbara Händel, Eva Riechelmann, Aleksandra Pieczykolan, Lynn Huestegge",nm000148,1
"Dimitris Voudouris, Immo Schuetz, Tabea Schinke, Katja Fiehler",nm000148,1
"Necmettin Fırat Özkan, Emin Kahya",nm000148,1
"Panisa Dechwechprasit, Montri Phothisonothai, Suchada Tantisatirapong",nm000148,1
"Montri Phothisonothai, Suchada Tantisatirapong",nm000148,1
"Małgorzata Plechawska–Wójcik, Magdalena Borys",nm000148,1
"Karunyapas Dangruan, Pongrawee Jatadhammakorn, Siwatch Luxsameepicheat, Montri Phothisonothai",nm000148,1
The PLOS ONE Staff,nm000148,1
"Ariki Sato, Shintaro Nakatani",nm000148,1
"Michal Tepper, Omer Ben Barak-Dror, David Haggiag, Israel Gannot, Yuval Nir",nm000148,1
"Lu Jiang, Xiaoyang Li, Yijun Wang, Weihua Pei, Xiaorong Gao, Hongda Chen",nm000148,1
"Andreas Duenser, David Rozado, G. Rosolen, Ben Howell, M. Callisaya, Martin Lochner, Madeleine Cochrane",nm000148,1
V. Kota,nm000148,1
"Shiwei Cheng, Qi Lu, Jingru Xu, Yang Liu",nm000148,1
"Alessio D’Aquino, Thomas Schack",nm000148,1
"Małgorzata Plechawska–Wójcik, Mariusz Dzieńkowski, Paweł Krukow",nm000148,1
Ruyi Foong,nm000148,1
Nile Rebecca Wilson,nm000148,1
"Igwe, J. Sunday, Rita Uzoma, Ituma, Chinagolum",nm000148,1
"David Rozado, Andreas Duenser, Ben Howell",nm000148,1
"Elena Losanno, Matthew J. Mender, Cynthia A. Chestek, Solaiman Shokur, Silvestro Micera",nm000149,1
"Eojin Rho, Lee Ho-Chang, Yechan Lee, Kun-Do Lee, Jungwook Mun, Min Kim, Daekyum Kim, Hyung‐Soon Park, Sungho Jo",nm000149,1
"Andreea Ioana Sburlea, Marilena Wilding, Gernot R Muller-Putz",nm000149,1
Marcia A. Bockbrader,nm000149,1
"Mingming Zhang, Junde Wu, Jongbin Song, Ruiqi Fu, Rui Ma, Yichuan Jiang, Yi-Feng Chen",nm000149,1
"Jiarong Wang, Luzheng Bi, Weijie Fei, Kun Tian",nm000149,1
"Hamed Mirzabagherian, Mohammad Bagher Menhaj, Amir Abolfazl Suratgar, Nasibeh Talebi, M. Sardari, Atena Sajedin",nm000149,1
"Hannah S. Pulferer, Brynja Ásgeirsdóttir, Valeria Mondini, Andreea Ioana Sburlea, Gernot R Muller-Putz",nm000149,1
"Pengpai Wang, Zhongnian Li, Peiliang Gong, Yueying Zhou, Fang Chen, Daoqiang Zhang",nm000149,1
"Sandeep Bodda, Shyam Diwakar",nm000149,1
"Valeria del C. Silva-Acosta, Israel Román-Godínez, Sulema Torres-Ramos, Ricardo Antonio Salido-Ruiz",nm000149,1
"Weijie Fei, Luzheng Bi, Jiarong Wang, Shengchao Xia, Xinan Fan, Cuntai Guan",nm000149,1
"Lei Jiang, Ben J. Woodington, Alejandro Carnicer‐Lombarte, George G. Malliaras, Damiano G. Barone",nm000149,1
"Jiarong Wang, Luzheng Bi, Aberham Genetu Feleke, Weijie Fei",nm000149,1
"Hao Jia, Fan Feng, Cesar Federico Caiafa, Feng Duan, Yu Zhang, Zhe Sun, Jordi Solé‐Casals",nm000149,1
"Qingsong Ai, Mengyuan Zhao, Kun Chen, Xuefei Zhao, Li Ma, Quan Liu",nm000149,1
"Peixun Zhang, Meng Zhang, C. Li, Songyang Liu, Fengshi Zhang",nm000149,1
"Lazar I. Jovanovic, Miloš R. Popović, César Márquez-Chin",nm000149,1
"Hao Jia, Zhe Sun, Feng Duan, Yu Zhang, Cesar Federico Caiafa, Jordi Solé‐Casals",nm000149,1
"Michael Wimmer, Kyriaki Kostoglou, Gernot R Muller-Putz",nm000149,1
"Sina Makhdoomi Kaviri, Ramana Kumar Vinjamuri","nm000149,nm000158",2
"Valeria de Seta, Emma Colamarino, Floriana Pichiorri, Giulia Savina, Francesca Patarini, Angela Riccio, Febo Cincotti, Donatella Mattia, Jlenia Toppi",nm000149,1
"Patrick Suwandjieff, Gernot R Muller-Putz",nm000149,1
"Marvin Wolf, Ruediger Rupp, Andreas Schwarz",nm000149,1
"Hezzal Kucukselbes, Ebru Sayılgan",nm000149,1
"Artem S. Yashin, Sergei L. Shishkin, Anatoly N. Vasilyev",nm000149,1
"Leying Deng, Baoguo Xu, Zelin Gao, Minmin Miao, Cong Hu, Aiguo Song",nm000149,1
"Darunjeet Bag, Ahona Ghosh, Sriparna Saha",nm000149,1
"Gernot R Muller-Putz, Valeria Mondini, Víctor Martínez-Cagigal, Reinmar J. Kobler, Joana Pereira, Catarina Lopes-Dias, Lea Hehenberger, Andreea Ioana Sburlea",nm000149,1
"Do-Yeun Lee, Ji-Hoon Jeong, Kyung-Hwan Shim, Dong‐Joo Kim",nm000149,1
Ebru Sayılgan,nm000149,1
"Chenggang Chen, Sen Song",nm000149,1
"Hao Jia, Shuning Han, Cesar Federico Caiafa, Feng Duan, Yu Zhang, Zhe Sun, Jordi Solé‐Casals",nm000149,1
"Yongyu Jiang, Xiaodong Zhang, Chaoyang Chen, Zhufeng Lu, Yachun Wang",nm000149,1
"Giulia Cisotto, Alberto Zancanaro, I. Zoppis, S. Manzoni",nm000149,1
"Johanna Egger, Kyriaki Kostoglou, Gernot R Muller-Putz",nm000149,1
"Yuxin Zhang, Mengfan Li, Haili Wang, Mingyu Zhang, Guizhi Xu",nm000149,1
"Gernot R Muller-Putz, Markus R. Crell, Johanna Egger, Patrick Suwandjieff, Kyriaki Kostoglou",nm000149,1
"Houmin Wang, Huixian Zheng, Yang Yu, Kenneth N. K. Fong, Jinyi Long",nm000149,1
"Marta Sánchez Borràs, Sergio Romero, Mónica Rojas-Martínez, Leidy Y. Serna, Miguel Ángel Mañanas",nm000149,1
"Vicente Raja, Klaus Gramann",nm000149,1
E. Aydin,nm000149,1
"Markus R. Crell, Kyriaki Kostoglou, Kathrin Sterk, Gernot R Muller-Putz",nm000149,1
"Talal A. Aldhaheri, Sonali B. Kulkarni, Pratibha R. Bhise, Baraq Ghaleb",nm000149,1
"Zhengkun Liu, Xiaoqian Hao, Tengyu Wu, Guchuan Wang, Yong Li, Biao Sun",nm000149,1
"Mikhail Lipkovich, Veronika M. Knyazeva, A. Ya. Aleksandrov, Nadezhda Shanarova, Artur Sagatdinov, Аlexander L. Fradkov",nm000149,1
"Sahar Taghi, Zadeh Makouei, Ç. Uyulan",nm000149,1
"K Adithya, Saurabh Jacob Kuruvila, Sarang Pramode, Niranjana Krupa",nm000149,1
"Hezzal Kucukselbes, Ebru Sayilgan",nm000149,1
"Nona Rajabi, P. Khanna, S. D. Kanik, Elmira Yadollahi, Miguel Vasco, Mårten Björkman, Christian Smith, Danica Kragic",nm000149,1
"Patrick Ofner, Andreas Schwarz, Joana Pereira, Daniela Wyss, Renate Wildburger, Gernot R. Müller-Putz",nm000149,1
"David Achanccaray, Mitsuhiro Hayashibe",nm000151,1
"David Achanccaray, Shin‐Ichi Izumi, Mitsuhiro Hayashibe",nm000151,1
"Andrej M. Savić, Susan Aliakbaryhosseinabadi, Jakob Udby Blicher, Dario Farina, Natalie Mrachacz‐Kersting, Strahinja S. Dosen",nm000151,1
"Rami Alazrai, Amal Al-Saqqaf, Feras Al‐Hawari, Hisham Alwanni, Mohammad I. Daoud",nm000151,1
"Ernest Mihelj, Marc T. Bächinger, Sanne Kikkert, Kathy L. Ruddy, Nicole Wenderoth",nm000151,1
"Jonatan Tidare, Miguel León, Elaine Ästrand",nm000151,1
"Heba Aly, Sherin Moustafa Youssef, Cherine Fathy",nm000151,1
"Yanjun Qin, Wenqi Zhang, Xiaoming Tao",nm000151,1
"Hengyang Wang, Dongcheng Lu, Li Liu, Han Gao, Rumeng Wu, Yueling Zhou, Qing Ai, You Wang, Guang Li",nm000151,1
"Shan Guan, Jixian Li, Fuwang Wang, Zhen Yuan, Xiaogang Kang, Bin Feng Lu",nm000151,1
"Teodiano Bastos-Filho, Ana Cecilia Villa-Parra, Cristian David Guerrero-Méndez, Aura Ximena González-Cely, Cristian Felipe Blanco-Díaz, Denis Delisle-Rodríguez, Tomohiko Igasaki",nm000151,1
"Shan Guan, Zhen Yuan, Fuwang Wang, Jixian Li, Xiaogang Kang, Bin Feng Lu",nm000151,1
"Yaqi Chu, Xingang Zhao, Yijun Zou, He Zhang, Wei Xu, Yiwen Zhao",nm000151,1
"Shams Al Ajrawi, Ramesh R. Rao, Mahasweta Sarkar",nm000151,1
"Himanshu Rishikesh Giri, Pranshu Chandra Bhusan Singh Negi, Shiru Sharma, Neeraj Sharma","nm000151,nm000167",2
"Lei Zhu, Jie Yuan, Aiai Huang, Jianhai Zhang","nm000151,nm000152,nm000167",3
"Rahmat Widadi, Dodi Zulherman, S. Rama Febriyan Ari",nm000151,1
"Hamidreza Abbaspour, Nasser Mehrshad, Seyyed Mohammad Razavi",nm000151,1
"Qing Cai, Chuan Liu, Anqi Chen",nm000151,1
"Aura Ximena González-Cely, Cristian Felipe Blanco-Díaz, Cristian David Guerrero-Méndez, Teodiano Bastos-Filho",nm000151,1
"Ali Abdul Ameer Abbas, Herminio Martínez García",nm000151,1
"Germán Campos-Arteaga, Andrea Araneda, Sergio Ruíz, Eugenio Rodríguez, Ranganatha Sitaram",nm000151,1
"T.V. Ahangama, G.M.K.G.G.B. Gurunayake, I.A. Yalpathwala, Janaka Wijayakulasooriya, Tharaka L. Dassanayake, Nalin Harischandra, Kwangtaek Kim, Ruwan Ranaweera","nm000151,nm000167",2
"Cristian Felipe Blanco-Díaz, Aura Ximena González-Cely, Cristian David Guerrero-Méndez, Fernanda Vaz de Souza, Diego César Terra de Andrade, Teodiano Bastos-Filho",nm000151,1
"K Krishnamoorthy, L. Ashok Kumar","nm000151,nm000152,nm000167",3
"E Saito, A. S. Pereira, Ana Paula Fontana, Antonio Mauricio Ferreira Leite Miranda de Sá, Juliana G. M. Soares, Carlos Júlio Tierra-Criollo",nm000151,1
"Cristian Felipe Blanco-Díaz, Aura Ximena González-Cely, Cristian David Guerrero-Méndez, Ana Cecilia Villa-Parra, Teodiano Bastos-Filho",nm000151,1
"E Saito, Gustavo F. M. da Silveira, Paulo José Guimarães Da-Silva, Antonio Mauricio Ferreira Leite Miranda de Sá, Carlos Júlio Tierra-Criollo",nm000151,1
"Abu Saleh Musa Miah, Md Abdur Rahim, Jungpil Shin",nm000152,1
"Abu Saleh Musa Miah, Mumtahina Afroz Mouly, Chandrika Debnath, Jungpil Shin, S. M. Sadakatul Bari",nm000152,1
"Bo Sheng, Xiaohui Chen, Cheng Jian, Yanxin Zhang, Sheng Quan Xie, Jing Tao, Chaoqun Duan",nm000152,1
"Faizal Adila Ferdiansyah, Prawito Prajitno, Sastra Kusuma Wijaya",nm000152,1
"Tianwei Lou, Xinting Zhang, Lei Jiang, Lei Chen, Licai Gao, Zhixiao Lun, Jincheng Li, Yang Zhang, Fangzhou Xu, Tzyy‐Ping Jung","nm000152,nm000167",2
